repo,pr_number,mean_toxicity,max_toxicity,mean_sentiment,mean_anger,mean_politeness
vercel/next.js,70101,0.0011031476315110922,0.0012012801598757505,-0.09807189833372831,0.19593674130737782,0.0
vercel/next.js,70103,0.0011195214465260506,0.0012012801598757505,-0.12306174542754889,0.1940312720835209,0.0
vercel/next.js,70104,0.0010697024408727884,0.0010697024408727884,0.11672404408454895,0.012855888344347477,0.0
vercel/next.js,70105,0.0011617419077083468,0.0011617419077083468,0.10261006839573383,0.011558943428099155,0.0
vercel/next.js,70107,0.0014870024751871824,0.0014870024751871824,0.12088673561811447,0.010737419128417969,0.0
vercel/next.js,70108,0.001303182216361165,0.001303182216361165,0.10923246294260025,0.012090856209397316,0.0
vercel/next.js,70114,0.0010772340756375343,0.0012012801598757505,-0.12213952839374542,0.1932410215958953,0.0
vercel/next.js,70121,0.0011421067174524069,0.0011421067174524069,0.10912124998867512,0.011764626950025558,0.0
vercel/next.js,70126,0.0010092395241372287,0.0013748458586633205,0.04086438100785017,0.0090465247631073,0.13043886554743958
vercel/next.js,70127,0.0011611204012297095,0.001918909722007811,-0.14032169207930564,0.0979592565447092,0.042430665569485694
vercel/next.js,70128,0.0010451946873217821,0.0010451946873217821,0.08615303412079811,0.012927182018756866,0.0
vercel/next.js,70130,0.0014247760409489274,0.0014247760409489274,0.1105159018188715,0.012413687072694302,0.0
vercel/next.js,70133,0.0007543038227595389,0.0009126615477725863,0.48231677198782563,0.013312558643519878,0.18110074046594898
vercel/next.js,70138,0.0010095176985487342,0.0010095176985487342,0.09500227309763432,0.012350983917713165,0.0
vercel/next.js,70144,0.00104591358685866,0.0016149190487340093,-0.15173871554434298,0.03350499169901013,0.0
vercel/next.js,70145,0.001024474195825557,0.0012012801598757505,-0.04734807523588339,0.13111589507510266,0.0
vercel/next.js,70149,0.0011689697857946157,0.0013989565195515752,-0.2006317712366581,0.06305467896163464,0.04449987101222076
vercel/next.js,70151,0.0011075279326178133,0.0012012801598757505,-0.12441684771329165,0.19378415122628212,0.0
